income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,vacc_per_week,ab_model_infection,t_d3,max_Rt,max_Rt_omicron,vfr,vfr_time1,vfr_time2,scenario,name,strategy,mu_ab_d1,mu_ab_d2,k,hl_s,hl_l,period_s,period_l,dose_3_fold_increase,ab_50,ab_50_severe,scale_d2,scale_d3,std10
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,1,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,1,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,2,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,2,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,3,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,3,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,4,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,4,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,5,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,5,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,6,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,6,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,7,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,7,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,8,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,8,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,9,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,9,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
HIC,1000000,Present,2,Pfizer,0,15,5,1/1/2021,0.25,10,10,0.05,TRUE,180,5,7.5,4.16,11/15/2021,12/31/2021,10,counterfactual,realistic,0.08145152664093266,0.43722457808680953,2.827248767714445,66.19145368685744,421.96525550936803,94.19253199133013,365.88732768776543,1.6136666797428103,0.11437518593598674,0.015309035165758258,0.9665988802837071,0.9791289571404165,0.44
